id,text,target,label1,label2,label3
5079,기사내려라 씹;; 잘못된 기사를 메인에까지 올린 저의도 무엇?,기사를 내렸으면 한다. 잘못된 기사를 메인에까지 올린 저의가 무엇인지 의문이 든다.,이해할 수 없는 기사를 메인에까지 올린 저의도 무엇?,저의도 잘못된 기사를 메인에까지 올린 사람이 무엇?,"저의도 잘못된 기사를 메인에까지 올린 것 같은데, 납득하기 어렵다."
5240,나미꼬 야인시대서 처음보고 진짜 스시녀인줄 알었는데 일본여자연기 지렸음,나미꼬 야인시대에서 처음 보고 진짜 일본인인줄 알았다. 일본 여자 연기를 정말 잘했다.,나는 나미가 야인시대서 처음 보고 진짜 스시녀인줄 알었는데 일본 여자 연기 지렸음,나는 나미가 야인시대서 처음보고 진짜 스시녀인줄 알었는데 일본 여자 연기를 그만했으면 좋겠다,나는 나미가 야인시대를 보고 진짜 스시인줄 알았는데 일본 여자 연기를 그만했으면 좋겠다
5243,나쁜놈인데!!근데 임신했다고 다 같이 살아야해? 한쪽은 원해도 한쪽은 싫을수 있자나 책임은 당연히 져야하는건 맞는데 같이 즐겨놓고 임신했으니 무조건 책임져라는건 아닌것같다 결혼약속을 했다면 모를까..,그 남성이 나쁘다고 생각한다. 그러나 임신했으니 무조건 결혼해야 한다는 여성의 태도는 당위적이지 못하다고 본다. 책임의 수단은 결혼 외에도 다양하다고 생각한다.,동성애자를 별로 좋아하지 않는다. 같이 즐겨놓고 임신했으니 무조건 책임져라는 건 아닌 것 같다. 결혼약속을 했다면 모를까..,"이 나쁜사람인데!! 임신했다고 다 같이 살아야해? 책임은 당연히 져야하는건 맞는데 같이 즐겨놓고 결혼했으니 무조건 책임져라는건 아닌것같다 결혼약속을 했다면 모를까..,",나는 저 사람의 결혼생활이 싫다. 같이 즐겨놓고 임신했으니 무조건 책임져라는 건 아닌 것 같다. 결혼약속을 했다면 모를까..
5288,난 정인선 30대 중후반으로 봤는데 91년생 .....어이가 없내 81년생 아니냐?,나는 정인선을 30대 중후반으로 봤는데 91년생이었다. 81년생으로 보였다.,"나는 정인선을 30대 중후반으로 봤는데, 어이가 없내 81년생 아니냐?","난 정인선을 30대 중후반으로 봤는데, 어이가 없내 81년생 아니냐?","난 정인선을 30대 중후반으로 봤는데, 91년생이라 나이가 들었나? 납득이 되지 않는다."
5322,남자 맛을 아는 그녀와 여자와 사귄적 없다는 남자의 성격 차이 ㅋㅋㅋ,이성을 잘 아는 여성과 이성과 교제한 경험이 없는 남성의 성격 차이이다.,별로 보고 싶지 않은 사람과 사귄 적 없다는 남자의 성격 차이,여자와 사귄 적 없다는 남자의 성격 차이,여자와 사귄 적 없다는 남자의 성격 차이
5357,남자배우가에러네..왤케 남자배우캐스팅을못 함,남자 배우가 아쉽다. 남자 배우 캐스팅을 더 잘할 수 있었을 것 같다.,여자배우가 마음에 들지 않는다. 남자배우 캐스팅은 금지해야 한다.,여자배우가 여기에네.. 남자배우 캐스팅을 못 함,여자배우가 여기에네.. 남자배우 캐스팅을 못 함
5423,네 방송에서는 안보면 되지요 잘사세요 ^^,방송에서는 보고 싶지 않다. 잘 살았으면 좋겠다.,나는 네 방송을 별로 보고 싶지 않다. 잘 살아요,나는 네 방송을 보고 싶지 않다,저런 프로그램 보고 싶지 않다. 잘 사세요
5445,노잼 지들 인생살이 이야기 들어야하나,저들 인생살이 이야기 듣기 싫다.,저 사람들의 인생살이 이야기 들어야 하나,얘들 인생살이 이야기 들어야 하나,나는 저 사람들의 인생살이 이야기가 싫다
5483,누군대 저듣보가,저 사람이 누구지? 잘 모르겠다.,나는 저 사람의 외모가 마음에 들지 않는다,나는 저 사람이 싫다,나는 저 사람이 싫다
5502,뉴욕대 가서 미국귀족 백마들한테 멸시받느니 연세대와서 한국여자들 쉽게 먹는게 현명한 선택인듯. 서울에서 어딜가나 인기폭발 하고 방송출연 섭외도 들어오고 그럴듯. 드립좀만 잘 치면 예능에서 성공할수 있고.,"뉴욕대 가서 미국인들에게 멸시 받느니, 연세대 와서 한국 여성들과 친해지는 게 현명한 선택인 것 같다. 서울에서 어딜 가나 인기가 많고 방송 출연 섭외도 들어올 것 같다. 드립 조금만 잘 치면 예능에서 성공할 수 있다.","저런 이유로 뉴욕대 가서 미국 귀족 백마들한테 멸시받느니 연세대와서 한국여자들 쉽게 먹는게 현명한 선택인듯. 서울에서 어딜가나 인기폭발 하고 방송출연 섭외도 들어오고 그럴듯... 드립만 잘 치면 예능에서 성공할수 있고.,","저런 이유로 뉴욕대 가서 미국 귀족 백마들한테 멸시받느니 연세대와서 한국여자들 쉽게 먹는게 현명한 선택인듯. 서울에서 어딜가나 인기폭발 하고 방송출연 섭외도 들어오고 그럴 듯. 드립좀만 잘 치면 예능에서 성공할수 있고.,","저런 이유로 뉴욕대 가서 미국 귀족 백마들한테 멸시받느니 연세대와서 한국여자들 쉽게 먹는게 현명한 선택인듯. 서울에서 어딜가나 인기폭발 하고 방송출연 섭외도 들어오고 그럴 듯. 드립좀만 잘 치면 예능에서 성공할수 있고.,"
5564,다른거 다 떠나서 노래가 별로던데 ㅋ아줌씨들은 좋던가? ㅋㅋ,나는 이 노래를 좋아하지 않는다. 아줌마 아저씨들은 이걸 좋아하는 것 같다.,저 사람의 외모가 마음에 들지 않는다.,다른거 다 떠나서 노래가 별로던데 여자들은 좋아하던가?,다른거 다 떠나서 노래가 별로던데 여자들은 좋던가?
5565,다른건 모르겠꼬 슈퍼비자꾸 쇼미 나오는거 좀 추잡해 보인다,슈퍼비가 쇼미 나오는 것이 마음에 들지 않는다.,동성애자를 좋아하지 않는다.,"다른 건 모르겠는데, 계속 슈퍼비자꾸 쇼미 나오는 것 같아 조금 이상하다.","다른건 모르겠는데, 계속 이 프로그램에서 쇼미 나오는 게 이해가 되지 않는다."
5597,대마는 이제 la에서도 합법이다. 그만 짖어라,대마는 이제 LA에서도 합법이다. 그만 반대했으면 좋겠다.,저 대마는 이제 la에서도 합법이다. 그만 해라,나는 대마가 옳지 않다고 생각한다,나는 대마가 싫다.
5603,대사 잘 들리니까 니네들 귀밥이나 파든가 ㅜ,저는 대사 잘 들립니다.,동성애자를 좋아하지 않는다.,얘들아 대사 잘 들리니까 자기들끼리 싸든가,얘들아 대사 잘 들리니까 그렇게 해라
5638,댓글참 가관이다.. 자기일 아니라고 막 던지네.. 니들이 저 입장돼봐라...좀 생각이란걸 하고 살자.. 팩트는 제작진이 지 맘대로 했다는거..사람하나 바보만들기 쉽다!! 물타기 하지말고..,"댓글들을 납득할 수 없다. 자신의 일이 아니라고 깊게 생각하지 않고 의견을 표출한다. 자신들이 저 입장이 되었다고 생각하고, 더 깊게 생각했으면 좋겠다. 제작진이 자신의 마음대로 했다는 건 사실이다. 본질을 흐리고 다른 사람을 우롱하지 말았으면 한다.",동성애자를 별로 좋아하지 않는다. 자기일 아니라고 막 던지네.. 니들이 저 입장돼봐라...좀 생각이란걸 하고 살자. 팩트는 제작진이 지 맘대로 했다는 거. 사람하나 바보만들기 쉽다!! 물타기 하지말고.,저 사람이 자기일 아니라고 막 던지네.. 니들이 저 입장되봐라... 조금 생각이란걸 하고 살자. 팩트는 제작진이 지 맘대로 했다는 거. 사람하나 바보만들기 쉽다!!,저 사람이 자기일 아니라고 막 던지네.. 니들이 저 입장되봐라... 조금 생각이란걸 하고 살자. 팩트는 제작진이 지 맘대로 했다는 거. 사람하나 바보만들기 쉽다!!
5728,둘이 결혼 하든말든 관심없는데 제발 살림남 하차해라. 얘네나오는 부분 존나 노잼이라 매번 빨리감기 해야하는것도 진짜 귀찮다,"둘이 결혼을 하든 말든 상관없지만, 살림남은 하차했으면 좋겠다. 이 사람들이 나오는 부분이 나에게는 그다지 재미가 있지 않다.",나는 둘이 결혼 하든말든 관심없는데 제발 살림남 하차해라. 얘네나오는 부분 존나 노잼이라 매번 빨리감기 해야하는것도 귀찮다,나는 둘이 결혼 하든말든 관심없는데 제발 살림남 하차해라. 얘네나오는 부분은 정말 노잼이라 매번 빨리감기 해야하는것도 진짜 귀찮다,나는 둘이 결혼 하든말든 관심없는데 제발 살림남 하차해라. 얘네나오는 부분은 정말 노잼이라 매번 빨리감기 해야하는것도 진짜 귀찮다
5763,듣보잡. 노잼,듣도 보도 못했다. 재미 없다.,듣보잡.,듣보잡.,듣보잡.
5779,딸들이 아버지가 햇던 발언을 알려나 ㅎ 돈주고 성매매 인터뷰~,딸들은 아버지가 성매매 인터뷰 했던 것을 알고 있을까,동성애자를 별로 좋아하지 않는다. 돈 주고 성매매 인터뷰~,엄마들이 아버지가 했던 발언을 알려나 ᄒ 돈주고 성매매 인터뷰~,나는 저 사람들의 외모가 마음에 안 든다
5881,맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남퇘지들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ㅋㅋ 역시 남자는 잘생기고 어리고 능력있고 봐야함~~,다른 사람들보다 깨끗하고 깔끔하고 풋풋한 남자 아이돌 황민현이 나오니까 너무 좋고 재미있다. 잘생기고 어리고 능력있는 남성이 좋다.,맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남짓들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ᄏᄏ 역시 남자는 잘생김고 어리고 능력있고 보고 싶지 않다.,맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남자들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ᄏᄏ 역시 남자는 잘생김고 어리고 능력있고 보고 봐야함~~,맨날 못생기고 더럽고 늙은 기안 이시언 같은 한남자들만 나오다가 깨끗하고 깔끔한 풋풋한 남자아이돌 황민현 나오니깐 화면이 달라지는거봐라~~ 그냥 보는거 자체가 재밌음 ᄏᄏ 역시 남자는 잘생김고 어리고 능력있고 보고 봐야함~~
5915,"몇년전 전라디언 냔 먹은적 있는데 아가리엔 똥내,아랫도리는 홍어 장난 아니더구만~~냄새 쩐다 쩌러~~항상 전라디언들은 뒤통수 조심해라","몇년 전에 전라도 출신 여성과 교제한 적이 있는데, 그다지 매력적이지 않았다. 전라도 사람들에게 배신당하지 않도록 조심해야 한다.","동성애자를 좋아하지 않는다면, 전라도 사람들은 조금 더 깊게 생각했으면 좋겠다.",나는 기독교를 좋아하지 않습니다,나는 기독교를 좋아하지 않습니다
5928,"몰카가,,남,녀 성,관계 몰카만 있냐?? 이해를;; 지금도 방송에도 흔히 하는게 몰카인데,,상대를 속이고 잼나는걸 끌어내는게 몰카인데~언제부터 몰카가 나쁜쪽으로만 사용???","몰카가 남녀 관계에 대한 것만 있는 것이 아니다. 방송에서도 흔히 하고, 상대를 속이고 재미있는 반응을 이끌어내는 게 몰카인데, 몰카라는 단어가 언제부터인가 나쁜 쪽으로만 사용되고 있다.","동성애자를 비하하는 발언을 할 경우, 몰카가 나쁜 방향으로만 사용되지 않는다.","이러지 마세요. 지금도 방송에도 흔히 하는게 몰카인데,,상대를 속이고 잼나는걸 끌어내는게 그다지 좋지 않습니다. 언제부터 이 말이 나쁜 방향으로만 사용되지 않을까요?","나는 남성,성관계,몰카에 대해 이해가 되지 않습니다. 지금도 방송에서도 흔히 하는게 몰카인데,,상대를 속이고 잼나는걸 끌어내는게 이것인데~ 언제부터 이것을 악용해서 사용하지?"
5937,몸이 중년 아주머니네 살빼라,내 미적 기준과 거리가 있다. 체형 관리가 필요해 보인다.,몸이 중년 아주머니네 살빼라,몸이 중년 아주머니네 살빼라,몸이 중년 아주머니네 살빼라
5990,문재앙이 뭐 덮으려고 연예인 터트리는건지 명백히밝히자,문재인이 뭐 덮으려고 연예인 터트리는건지 명백히 밝힙시다,나는 문재인이 뭐 덮으려고 연예인 터트리는건지 명백히밝히자,나는 문재인이 뭐 덮으려고 연예인 터트리는건지 명백히밝히자,나는 문재인이 뭐 덮으려고 연예인 터트리는건지 명백히밝히자
6039,뭔 18 쳐먹다가 방송 끝내냐 그냥 혼자 쳐먹어 방송하지말고 면상은 생기다가 만년이 ㅉㅉㅉ,먹다가 방송을 끝내는 것이 마음에 들지 않는다. 방송하지 말고 혼자 먹으세요.,뭔 18 쳐먹다가 방송 끝내냐,뭔 18 쳐먹다가 방송 끝내냐 방송하지 말고 면상은 생기다가 만년이,뭔 18 쳐먹다가 방송 끝내냐 방송하지 말고 면상은 생기다가 만년이
6063,미나 함소원 기사에는 연상연하 멋져염 하는 이중적인 한녀들ㅉㅉ 남자가 연상일땐 넘쳐나는 악플,"미나, 함소원 기사에는 연상연하가 멋지다고 하면서, 남자가 연상일 때는 비난하는, 한국 여성들의 이중적인 태도가 마음에 들지 않는다.",나는 함소원을 좋아하지 않는다,나는 함소원을 좋아하지 않습니다,나는 함소원을 좋아하지 않습니다
6112,박민영 너무 삭았네,박민영이 많이 성숙해졌다.,나는 박민영 외모가 마음에 들지 않는다,나는 박민영의 외모가 마음에 들지 않습니다,나는 박민영의 외모가 마음에 들지 않습니다
6128,박수영이 누구냐? 소시 동남아냐?,나는 박수영을 알지 못한다.,나는 박수영의 외모가 마음에 들지 않는다,저 사람이 누구야? 박수영인가?,나는 박수영이 외모와 행동이 싫다
6186,방탕소년단은..눈치도없다.. 헤어지기싫어도 어쩡수없이 이별해야하느누그릅앞에서... 해체생각햇다 말하거싶엇니생각이없어,"방탄소년단이 조금만 더 다른 사람의 입장을 헤아리고 말을 꺼냈으면 좋겠다. 헤어지기 싫어도 어쩔 수 없이 이별해야 하는 그룹 앞에서, 해체를 생각했다고 말한 건 조금 경솔했다.",나는 방탕소년단을 좋아하지 않는다. 헤어지기 싫어도 어쩡수없이 이별해야 하느 누군가 앞에서... 해체생각햇다 말하거싶엇니 생각이없어,나는 방탕소년단을 좋아하지 않는다. 헤어지기 싫어도 어쩡수없이 이별해야 하느 곳에서... 해체를 생각하고 행동을 할 수도 있다고 생각한다,방탕소년단은.. 아무도 신경 쓸 필요도 없다. 헤어지기 싫어도 어쩡수없이 이별해야 하느 사람 앞에... 해체생각햇다 말하거싶엇니 생각을 안했어
6276,볼 예능이 너무 없어ㅋ 전현무 좀 작작써야지. 티비 돌릴 때마다 너무 나와ㅡㅡ 뉴스가 제일 잼더라,볼 예능이 너무 없다. 전현무가 적당히 나왔으면 한다. 티비 돌릴 때마다 너무 나온다. 뉴스가 제일 재미있다.,나는 전현무가 보기 싫다. 티비 돌릴 때마다 너무 나와 뉴스가 제일 잼더라,나는 전현무가 보기 싫다. 티비 돌릴 때마다 너무 나와 뉴스가 제일 잼더라,나는 전현무가 보기 싫다. 티비 돌릴 때마다 너무 나와 뉴스가 제일 잼더라
6327,비어있는 자리 잠깐 아이 앉힐수도 있지 뭘 그리 따져댐?? 누구 주인 맡아놓은것도 아니고 이런거 논란 일으키는 인간들이 더 한심함,"비어있는 자리에 잠깐 아이를 앉힐 수도 있다고 생각하는데, 과하게 반응하는 것 같다. 누군가 맡아놓은 자리도 아닌데, 사소한 일로 논란을 일으키지 않았으면 좋겠다.","비어있는 자리 잠깐 아이 앉힐수도 있지 뭘 그리 따져댐?? 누구 주인 맡아놓은것도 아니고 이런거 논란 일으키는 인간들이 더 한심함,",비어있는 자리 잠깐 아이 앉힐수도 있지 뭘 그리 따져댐?? 누구 주인 맡아놓은것도 아니고 이런거 논란 일으키는 인간들이 더 한심함,"비어있는 자리 잠깐 아이 앉힐수도 있지 뭘 그리 따져댐?? 누구 주인 맡아놓은것도 아니고 이런거 논란 일으키는 인간들이 더 한심함,"
6368,사기방송은 거르자...관심없다,나는 이 방송의 내용을 신뢰하지 않고 관심도 없다,사기방송은 별로 보고 싶지 않다.,사기방송에 대한 관심은 별로 없다.,사기방송은 안 뽑자...관심없다
6373,사람들한테 저희 잘나가는 랩퍼들 화려하게 안살고 더럽게 안놀아요~ 를 너무 보여주고 싶어서 설정 지대로 하고 나온듯ㅋ 속지말아라 텅텅이들아,사람들한테 저희 잘나가는 랩퍼들 화려하게 안살고 더럽게 안놀아요~ 를 너무 보여주고 싶어서 설정한듯 속지말아라 얘들아,나는 사람들한테 잘나가는 랩퍼들 화려하게 안살고 더럽게 안놀아요~ 를 너무 보여주고 싶어서 설정 지대로 하고 나온듯,사람들한테 저희 잘나가는 랩퍼들 화려하게 안살고 더럽게 안놀아요~ 를 너무 보여주고 싶어서 설정 지대로 하고 나온듯,사람들한테 저희 잘나가는 랩퍼들 화려하게 안살고 더럽게 안놀아요~ 를 너무 보여주고 싶어서 설정 지대로 하고 나온듯
6430,상습에다 판매까지했는데 고작1년6개월??? 나도마약이나팔아서 몇십억해먹고1년6개월 기모띠하겠네,상습적으로 복용하고 판매까지 했는데 1년 6개월은 너무 가벼운 형량이다. 이런다면 차라리 마약을 팔아서 몇십억 벌고 처벌받으려고 할 것 같다.,상습에다 판매까지했는데 고작1년6개월??? 나도 마약이나 팔고 몇십억 해먹고 1년 6개월 기모띠하겠네,상습에다 판매까지했는데 고작1년6개월??? 나도 마약 팔아서 몇십억 해먹고 1년 6개월 기모띠하겠네,상습에다 판매까지했는데 고작1년6개월??? 나도 마약 팔고 몇십억 먹겠네
6497,성질드러운깜둥이년나왓네 이년이 성격만좋앗으면 제1의 한현민이엇을건데,이 사람의 성격이 별로 좋지 않다. 성격이 좋았다면 제1의 한현민이 되었을텐데.,"성질 드러운 사람 나왓네 이 사람 성격만 좋아하면 제1의 한현민이엇을건데,",성질 드러운 사람 나왓네 이 사람 성격만 좋아하면 제1의 한현민이 될 것 같아,성질 드러운 사람 나왓네 이 사람 성격만 좋아하면 제1의 한현민이 될 것 같아
6549,솔직히 개듣보잡 아님?,솔직히 많은 사람들에게 잘 알려져 있지는 않은 것 같다.,저 사람 솔직히 듣보잡 아님?,저 사람이 솔직히 듣보잡 아님?,나는 솔직히 저 사람이 보기 싫다
6565,솔직히 살 빼도 기본 비주얼은 어쩔 수가 없네,살을 빼도 비주얼이 마음에 들지 않는다.,저 사람의 외모가 마음에 들지 않는다,저 사람의 외모가 마음에 안 든다,저 사람의 외모가 마음에 안 든다
6683,실검 막기 위한 기래기들 짓거리 뭘 숨기려고 그러니?,실검을 막기 위한 기자들의 행동이 옳지 않다고 생각한다. 무엇을 숨기려고 그러는지 궁금하다.,뭘 숨기려고 그러니?,실검 막기 위한 기래기들 짓거리 뭘 숨기려고 그러니?,실검 막기 위한 기래기들 짓거리 뭘 숨기려고 그러니?
6730,아 진짜 개노잼 홍자매야 왜 예전 환상커플 마이걸 요런 드라마 못 만드냐?,홍자매가 예전 환상커플 마이걸같은 드라마를 다시 만들었으면 좋겠다.,나는 홍자매의 외모가 마음에 들지 않는다,저 사람 왜 예전 환상커플 마이걸 요런 드라마 못 만들냐?,저 사람 왜 예전 환상커플 마이걸 요런 드라마 못 만드냐?
6755,아니 모를수도 있고 준회 성격이 원래 저런데 암튼 모르는것들이 무조건 준회가 잘못했다고 나대요.유치해서 못봐주겠다 진짜,"모를 수도 있고, 준회 성격이 원래 저런데, 잘 알지 못하는 사람들이 무조건 준회가 잘못했다고 주장한다. 성숙한 의견 교류가 이루어졌으면 좋겠다.",동성애자를 별로 좋아하지 않는다. 유치해서 못봐주겠다,나는 준회를 좋아하지 않아요. 유치해서 못봐주겠다,나는 준회를 좋아하지 않아요. 유치해서 못봐주겠다
6888,악플좀 달지마라 ㅡ강정호 도 음주운전 상습아니냐,악플을 그만 다는 게 좋을 것 같다. 강정호도 음주운전을 수차례 한 것으로 안다.,나는 강정호가 음주운전을 상습적으로 한 것 같다.,나는 강정호가 음주운전 상습이라고 생각하지 않는다,나는 강정호가 음주운전 상습이라고 생각하지 않는다
6920,암이라더니 멀쩡하네?,암이라더니 멀쩡하다,나는 저 사람이 싫다,나는 저 사람이 싫다,나는 저 사람이 싫다
6976,약쟁이 엔터테이먼트도 한번 탈탈털지 어찌아냐 그쪽은블랙핑크/위너/아이콘 다 약쟁이들일수도 잇잖아,"YG엔터테인먼트도 한번 조사할 필요가 있다. 블랙핑크, 위너, 아이콘 다 마약과 관계있을지도 모른다.",엔터테이먼트도 한번 탈탈털지 어찌아냐 그쪽은블랙핑크/위너/아이콘 다 약쟁이들일 수도 있잖아,약쟁이 엔터테이먼트도 한번 탈탈털지 어찌아냐 그쪽은블랙핑크/위너/아이콘 다 큰일났을 수도 있잖아,엔터테이먼트도 한번 탈탈털지 어찌아냐 그쪽은블랙핑크/위너/아이콘 다 실력있는 분들일 수도 있잖아
7075,어쩌라고 생활하는데 무슨상관있는지??!!?!나오지마 나오지마!?!? 이런거 올리지마 !ㅣ!!ㅣ정보같지도 않은정보,생활하는 데에 무슨 상관이 있는지 모르겠다. 도움이 되지 않는 정보는 공유하지 않았으면 좋겠다.,나는 어쩌라고 생활하는데 무슨 상관이 있는가? 이런 거 올리지마!,나는 어쩌라고 생활하는데 무슨 상관이 있는가? 이 뉴스를 안나오면 좋겠다,나는 저 사람이 어쩌라고 생활하는데 무슨 상관이 있는지 몰라서 이런 정보를 올리지 않고 있습니다
7077,어쩌라고 퇴물틀딱이 이사를가든 뭘하든,나는 노인 분들이 이사를 가든 뭘하든 상관 없다.,동성애자를 좋아하지 않는다.,나는 저 사람이 싫다,나는 저 사람이 싫다
7201,여자 내스탈인데 뺏고싶네,여성분이 내 취향이다.,여자 내스탈인데 뺏고싶네,여자 내스탈인데 뺏고싶네,여자 내스탈인데 뺏고싶네
7207,여자 몸매 오지네. 남자는 외모가 좀 딸리네,여자가 남자보다 더 외모가 수려하다.,나는 여자 외모가 마음에 들지 않는다,여자 몸매 오지네. 남자는 외모가 좀 딸리네,여자 몸매 오지네. 남자는 외모가 좀 딸리네
7218,여자가 감히 욕을 해??? 좀 맞자 가 정상이라는 한국남자들 역시 그 성별 엄청 감정적이네,"'여자가 감히 욕을 해? 좀 맞자'라는 게 정상이라니, 한국 남성들은 감정적인 것 같다.",여자가 감히 욕을 해??? 좀 맞자 가 정상이라는 한국 남자들 역시 그 성별 엄청 감정적이네,여자가 감히 욕을 해??? 좀 맞자 가 정상이라는 한국 남자들 역시 그 성별 엄청 감정적이네,"여자가 그랬는데, 좀 더 깊게 생각했으면 좋겠다. 정상이라는 한국 남자들 역시 그 성별 엄청 감정적이네."
7232,여자는 25 세 넘으면 끝이다 . 걸그룹은 딱 25 세 미만까지만,25세 넘은 걸그룹은 마음에 들지 않는다.,여자는 25 세 넘으면 끝이다. 걸그룹은 25세 미만까지만.,여자는 25 세 넘으면 끝이다. 걸그룹은 25세 미만까지만,여자는 25 세 넘으면 끝이다. 걸그룹은 딱 25세 미만까지만
7315,역대급 좋아하네 꼴폐미 드라마 ..들어간 돈이 아까움 ㅋㅋ 현실성이라고는 단 1%도 없는,역대급은 과대평가인 것 같다. 페미니즘 성향이 강한 드라마이다. 투자한 비용에 비해 결과가 아쉽다. 현실성이 별로 없다.,동성애자를 좋아하지 않는다. 현실성이라고는 단 1%도 없는.,나는 역대급 드라마를 좋아하지 않는다. 들어가는 돈이 너무 많고 현실성이 없어 보인다.,나는 역대급 드라마를 좋아하지 않는다. 들어가는 돈이 너무 많고 현실성이 없어 보인다.
7361,연기연습좀해 맨날남자만나느라 발연기하냐 아이유한테가서좀배워,연기 연습 좀 하세요 맨날 연애하는지 연기 대충하는데 아이유에게 배웠으면 좋겠다. ,동성애자를 좋아하지 않는다. 아이유한테 가서 배우면 좋겠다.,연기연습좀 해 맨날 남자만 연기하냐 아이유한테 가서 배우자,연기연습좀 해 맨날 남자만 연기하냐 아이유한테 가서 좀 배워
7406,열폭들하네ㅋㅋㅋ왜부럽냐 나이어린 마누라에 자식들4명에 돈도많겠다 남부러울거없는인생인거같은데 횽님홧팅입니다요,"부럽다고 질투하지 말았으면 한다. 나이 어린 부인과 자식 4명에 돈도 많고, 남부러울 거 없는 인생인 것 같다. 파이팅!",열폭들하네 왜부럽냐 나이 어린 마누라에 자식들 4명에 돈도많겠다 남부러울거없는 인생인거같은데 님홧팅입니다요,열폭들하네 왜부럽냐 나이 어린 마누라에 자식들 4명에 돈도많겠다 남부러울 거 없는 인생인거같은데 님홧팅입니다요,열폭들하네 왜부럽냐 나이 어린 마누라에 자식들 4명에 돈도많겠다 남부러울 거 없는 인생인거같은데 님홧팅입니다요
7481,와 한채아 진짜 죽이는데 좋겠다,한채아가 정말 매력있는데 부럽다.,나는 한채를 좋아하지 않는다,나는 한채를 좋아하지 않는다,와 한채아 진짜 죽이는데 좋겠다
7547,요즘 급식들은 핑클 전성기 잘모를건데 요즘 가수로치면 러블리즈 정도되는 팀이였음,요즘 학생들은 핑클 전성기 잘모를건데 요즘 가수로치면 러블리즈 정도 되는 팀이였음,핑클 전성기 잘모를 건데 요즘 가수로치면 러블리즈 정도되는 팀이였음,핑클 전성기 잘모를 건데 요즘 가수로치면 러블리즈 정도되는 팀이였음,핑클 전성기 잘모를 건데 요즘 가수로치면 러블리즈 정도되는 팀이였음
7626,유리 퇴물인대 왜 게스트로 나가냐,유리가 게스트로 나오기 부적절하다고 생각한다.,동성애자를 좋아하지 않는다.,이사람 왜 게스트로 나가?,저 사람 왜 게스트로 나가냐
7670,으.. 여기 양준일 빠는 사람들 공통점: 펭수랑 문재인 좋아함,양준일 좋아하는 사람들의 공통점은 펭수와 문재인을 좋아한다는 것이다.,나는 양준일을 좋아하지 않는다,나는 양준일을 좋아하지 않는다,으.. 여기 양준일 빠는 사람들 공통점: 펭귄과 문재인 좋아함
7692,응 누군지 모름,누군지 모르겠다.,동성애자를 좋아하지 않는다.,"응 누군지 모름,",응 누군지 모름
7784,이까이것 가지고 꼬트리 ㅎㅎㅎㅎㅎ역시 대한민국ㅎㅎㅎㅎㅎㅎ,사소한 걸로 시비를 거는 게 이해되지 않는다. 대한민국이 마음에 들지 않는다.,이까이것 가지고 꼬트리 대한민국 ᄒᄒᄒᄒ,이거 가지고 대한민국 칭찬하나?,이거 가지고 대한민국 칭찬하나?
7816,이런게 기사거리인가???,기사거리는 아니라고 생각한다.,나는 이런 기사가 싫다,이게 기사거리인가?,이게 기사거리인가?
7825,이런애를 굳이 군대 보냈어야 되냐??,이런 사람을 굳이 군대 보냈어야 되나?,동성애자를 별로 좋아하지 않는다.,이 인간을 군대 보냈어야 한다고 생각한다.,저 사람을 군대 보냈어야 한다고 생각한다.
7887,이선균 영화 미옥에서 발연기가 너무생생해.. 내돈..,이선균의 영화 미옥에서의 연기가 아쉬웠다.,나는 이선균의 연기가 마음에 들지 않는다,이선균 영화 미옥에서 연기력이 너무 좋았어,이선균 영화 미옥에서 이연수 연기 너무 잘생겼다 내 돈..
7952,이젠 여배우? 자유한국당 더럽다 적당히해라,이젠 여배우인가? 자유한국당이 윤리를 지켰으면 좋겠다,이젠 여배우? 자유한국당 더럽다 적당히 해라,이젠 여배우? 자유한국당 더럽다. 적당히 해라,이젠 여배우? 자유한국당 더럽다. 적당히 해라
7982,이혼 두번. 이ㄴ도 팔자가 세다,이혼 두번이라니. 안타깝다,저 사람도 이혼 두번.,이혼 두번. 그래도 팔자가 세다,이혼 두번. 두 사람 모두 팔자가 세다
8035,임산부라는데 이그 아무리 인기인 이지만 임산부가 옷이 뭐래 ㅈㄷㅁ,임산부라는데 아무리 인기인이지만 임산부의 옷이 적절하지 못한 것 같다.,나는 임산부의 외모가 마음에 들지 않는다,나는 임산부의 외모가 마음에 들지 않습니다,나는 임산부의 외모가 마음에 들지 않습니다
