id,text,target
18758,내가 예상했던대로네ㅋㅋㅋㅋ 이제부터 기집들 지네가 불편했던 일에 MSG톡톡 뿌려서 다 공론화시키려고할꺼다ㅋㅋㅋ 한심한 기집들,내가 예상했던대로네 ㅋㅋ 이제부터 여자애들 자기가 불편했던 일에 msg 뿌려서 다 공론화시키려고 할거다 ㅋㅋ
18764,"""그래서 클리앙이 틀딱모임이냐? ㅋ 난독증새끼야 ㅋㅋ""",클리앙은 나이가 많아 보입니다. 이해를 못하셨군요
18798,김다미 연기 넘 잘하긔 박서준 쫌 못생 ㅠㅜ,김다미 연기 너무 잘하고 박서준은 매력적이게 생겼다.
18812,"""소비고 자시고 ㅅㅂ 코로나라 막어라 다 디지게 생겼다""",소비고 자시고 코로나나 막아라
18848,"""개독들아 열심히 나베 쉴드질 하느라 고생들이 많다.""",나경원을 무조건 옹호하지 않았으면 좋겠습니다
18849,"""나이처먹고 하는꼬라지봐라 ㅈ같이생가지고 애한테""",아이를 대상으로 당신의 행동은 나잇값을 못 하는 것 같다.
18874,"""이 ㄱㅅ야 문재앙 똘마니 ㅅㄲ야 너같은 ㄴ은 정권바뀌면 감방 1순위야 ㅉㅉ""",나는 당신 같은 문재인 추종자가 싫다
18887,"""니년조국은 일본인데 왜 한국에서 국회의원 하고잇니""",너는 왜 국회의원이 친일을 하고 있니?
18894,"""김돼지 집안은 같은 민족 아니여~~~착각 하고들 있네""",김정은 집안은 같은 민족이 아니라고 생각한다.
18920,현빈은 팔팔한 20대랑 결혼해요 왜 늙은 노땅이랑 ㅠㅠ,현빈이 나이가 어린 사람과 결혼하면 좋겠다
18929,요즘 이새기들 문제 많더만,요즘 이 사람들 문제 많더만
18970,"""대깨문맘충들 뒤져라""",나는 문재인 지지자들이 싫다
18990,"""본인들 역사도 모르는데 한국 역사을알까 잡종민족""",저 민족은 한국 역사에 관심이 없을 것 같다
19052,"""정은이눈에도 재인이가오지랖 떠는 늙은이로보는군 ,북에살앗으면 죽었겠는데,,""",김정은의 눈에도 문재인의 행동이 좋게 보이지 않을 것 같다.
19065,드러운 새끼,나는 저 사람이 싫다
19259,음주운전한것도 아닌데 왜들 ㅈㄹ이신지?,음주운전을 한 것도 아닌데 왜 다들 난리이신지?
19283,"""나라를 좀먹는 퇴치해야할 종족들; 짱깨. 게이""",중국인과 성소수자가 나라에 좋지 않은 영향을 끼치고 있다.
19311,참고로 여자는일본여자가최고!! 반도계집년들이랑은 비교불가!,한국 여성보다 일본 여성을 훨씬 선호한다.
19344,이제안믿음ㅋㅋㅋㅋ 씹투운동으로 변질된지 오래,이제안믿음ㅋㅋㅋㅋ 억지 미투운동으로 변질된지 오래
19347,"""일베와 틀딱 태극기들이겠지""","""일베와 나이 지긋하신 태극기 부대 사람들이겠지"""
19348,"""교사보다 맘충들이 문제!! 얼마나 짜증나게 했으면 그랳겠어""",교사보다 본인의 아이만을 생각하고 행동하는 학부모가 문제라고 생각한다. 얼마나 짜증나게 했으면 그랬을까?
19442,"""에라이 좌빨어용지들아~~""",이런 진보주의자들아~~
19448,돈떨어졌을때 됐지 감성팔이 평균나이 40ㅋㅋ 극혐,돈떨어졌을때 됐지 감성으로 선동하는 평균나이 40ㅋㅋ 너무 싫네
19610,중국 발암 미세먼지에는 아무말 못하는 ... 일본만? NO jain No pain,중국 미세먼지 에는 아무말도 못하고 일본만 배척해
19676,니깟깨 이뻐봣짜 40넘엇꾸 이뿌기전에 인성좀돼라 허긴 텅비어보여,예쁜 것도 좋지만 인성도 중요하다. 내면도 가꾸었으면 좋겠다.
19753,극단전선택 ㅅㅂ 이런거 기사내지말라고 게OOO 기좌새퀴들아,극단적 선택에 대해 기자들이 기사를 내지 않았으면 좋겠다.
19776,얘는 자세히 볼수록 못생겼다 여자애가 좀 징그럽다고 해야하나 하지만 가수는 실력이지,비주얼 담당은 아니지만 가수는 실력이지
19852,인위적 짝찌기의 표본 ㅋㅋㅋㅋㅋㅋ ㅅㅂ 있는것끼리 선한번처보고 결혼하는 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 밥맛이다,나는 조건에 맞춘 인위적인 결혼이 보기 불편하다
20014,"""ㅋㅋㅋ헬조선식 인민재판 ㅋㅋㅋ 같은 죄를 지었어도 여론이다른것좀봐 ㅋㅋ""",같은 죄를 지었어도 여론이 다른것좀봐
20051,나이가 무슨 상관이냐지만 거의 20살 차이.... 으 토나와,"나이가 무슨 상관이냐지만 거의 20살 차이라니, 이해하기 어렵다."
20122,"""대화가 안통하는 메갈련이니 전쟁나겠네""",대화가 안 통하는 사람이랑 이야기하기 싫다
20130,싸이새키도 구라쟁이네,싸이도 거짓말쟁이네
20148,엔터쪽 인간들 보면 전라도 색히들 많음,엔터쪽에 전라도 분들 많더라구요
20185,정신나간 년...,정신 나간 여자...
20192,"남자는 돈, 여자는 나이+외모지 지들은 뭐 좀 다른가?","남자는 재력, 여자는 나이와 외모가 일종의 매력 요소인 것 같다. 다른 사람들의 생각은 다른가?"
20322,"""좌빨좀비같은 면상판에서 나오는 말이 정신나간 소리지. 보고만 있어도 구역질 날겄 같다.""",저 사람이 이상한 말을 하고 있는 것 같아서 싫다
20398,진짜 나잇값 못하는 찌질이네,나이에 걸맞는 행동을 할 필요가 있다.
20430,현역 깡패가 벼슬이다 새끼 ㅋㅋ,현역 깡패가 벼슬인가요...
20470,"""틀딱들 차로 밀어버리고싶네~~~""",나는 노인들이 좋지 않습니다
20489,지디색히도 승리색히도 마음에 안들었음,지디도 승리도 마음에 안들었음
20496,응 짱깨 죽어나가던말던 뭔상관. 지구상에 쓰레기하나 없어진것일뿐,중국사람 죽어나가던말던 무슨 상관.
20529,"""이걸 정치로보는 낙연아 나잇값 좀해라""",이걸 정치로 보는 이낙연은 나이에 걸맞는 행동을 해라
20580,얼굴이점점 이상하넹 25세이상부터는 사는데로 얼굴이변한다드니,25세 이상부터는 사는데로 얼굴이 변한다더니
20650,지들은 성형해도 병!ㅋ 신같으면서ㅋㅋ,너네는 성형해도 이렇게 안돼
20715,"""시간이 남아도는 돼지새키""",시간이 남아도는 사람
20793,중년배우 이일화 좀 닮았네..성동일 와이프역할 하셨던분,중년배우 이일화 좀 닮았네..성동일 와이프역할 하셨던분
20928,"""3040 대깨문 댓글공작단이 훨씬심할거같은데유..?""",3040 문재인 지지 댓글공작단이 훨씬 삼할거 같은데요?
21001,"""짱개 댓글년들 댓글 쓰고 추천하는 꼬라지 보소...ㅎㅎ""",중국인들이 댓글 쓰고 추천한거 같네요
21039,똥싸네.. 씹좌편향 ㅁㅌㅊ ㄷㄷㄷㄷㄷ,좌측으로 편항된 것 같다
21061,"""아직도 중국 북한만 바라보는 똘구 문재인...공산당 노예새kki""",아직도 중국 북한만 바라보는 문재인
21062,"""짱깨에 퍼줄 마스크로 미국을 도왔어야지 짱깨 시진핑폐렴들은 그냥 뒤지는게 순리에 맞다""",중국에 보낼 마스크를 미국에 보냈어야 한다고 생각한다. 나는 중국인들을 좋아하지 않는다
21117,"""인성보소 ....개쪽팔린다진심....그러니틀딱틀딱하지 ㅉㅉㅉ""","""성격 보소.... 너무 창피하다 정말.... 그러니 늙은이늙은이 하지 쯧"""
21123,ㅋㅋ프로그램 다 말아 쳐먹어도 신격화되서 빻림 ㅋㅋㅋ 노짱도 뇌물먹고 뛰어내렷는디 신격화되서 빨리자나,프로그램이 망한 것 같았는데 그래도 잘되네 신격화된 것 같아
21183,"""국민으로서 참 어이없다. 미친 일본제품 사는 사람들아. 제발 정신들좀 차려라. 쪽팔린다""",국민으로서 납득하기 어렵다. 일본 제품 사는 사람들이 다시 한 번만 생각해봤으면 좋겠다.
21223,"""역시 전라도 ㅋㅋ 민주당 문재앙 달창 ㅋㅋ""",역시 전라도
21384,"""이런 게 바로 꼴통이고 꼰대의 전형이지.""",이런 게 소통이 안 되는 현상의 전형이지
21390,낯짝보고 남자새끼 잘못만나면 인생조지는거여,외모만 고려하고 남자를 잘못 만나면 인생이 힘들어질 수 있다.
21526,"""90년대생들 여기 15프로밖에 안되는데 왜 늙은이들이 분노하고 ㅈ1랄이지? ㅋㅋ""","90년대생들 여기 15퍼센트밖에 안 되는데, 왜 나이 드신 분들이 분노하시는지 이해가 되지 않는다."
21552,"""전라도 싹 쓸어버려야 되는데...""",특정 지역이 마음에 들지 않는다.
21577,"""촛불 들었는데 자한당 지지래 ㅋㅋ ㅈㄹ도 정도껏이지 진짜 ㅎㅎ""",촛불 들었는데 자유한국당을 지지한다고 말하는 게 납득이 되지 않는다.
21637,"""개독교 세금이나 내고 말해라""",기독교가 세금부터 내고 말했으면 좋겠다
21787,30대 여자들이 열폭중이네.,특정 부류의 사람들이 열등감을 보이네
21855,좌뻘건엠비씨 엿 먹어라?,좌파 성향을 드러내는 MBC에 대한 조치가 필요하다.
22065,"""2030대 김치년들 70프로가 결혼도 안하는데 무슨 개망상이고""",2030대 여성 70프로가 결혼을 안하는데 상관없는 일 같다
22105,"""맘충 떡고물이 나중에 독극물된다 미침것들아 자식들을 위해서라도 정신차려라""",엄마들이 자식을 위해서라도 보다 신경썼으면 좋겠다
22173,송승헌도 믿고 걸러야겠네 문재인한테 잘보이고 싶었나나본데 문재인 곧 탄핵될 각이다,송승헌도 문재인한테 잘보이고 싶었나본데 문재인 곧 탄핵될것 같아
22186,"""서해에 짱꼴라들이 설치한 원자력발전소 화력 소각장이 더 위협적인것 같은데?""",서해에 중국인들이 설치한 원자력발전소 화력 소각장이 더 위협적인 것 같다.
22207,이 드라마 기사에 요즘 대깨문달창들이 좌표찍고 댓글단다며?,이 드라마 기사에 요즘 이상한 애들이 댓글 단다며?
22231,"""문통의 엉터리 인사가 흔들고 있다..! 나라를 ㅌ""",문재인의 체계적이지 못한 인사가 나라를 혼란스럽게 하고 있다.
22245,"""세상 제일 무식한 녀 ㄴ 아니냐 잘한다는 애들은 개돼지고""",지식이 없는 사람 같다. 잘한다는 사람들은 이해가 안된다.
22310,문재앙이네,문재인이네
22338,"""얼굴 까라 저년들!""",저 사람들의 신상을 공개해야 한다.
22385,"""틀딱들이 방구석에서 암만 악플 달아봐야...ㅋㅋ 현실은 한미외교 성공적^^""",노년층이 아무리 악플 달아도 현실은 한미외교 성공적
22392,"""토착왜구 아베 똥구멍 핥을 준비 하는구나 ㅋㅋ""",토착왜구 아베한테 아부 떨 준비 하는구나
22416,"""뭐 개독인데 어련할려구~~~ ㅉㅉ....""",나는 기독교인을 좋아하지 않는다
22456,"""교회 다녔지만 이런새끼들때문에 환멸을 느낀다 지들밖에 모르는 쓰레기들""",교회 다녔지만 이런 자신들밖에 생각하지 않는 사람들 때문에 실망스럽다.
22459,"""개 쪽바리 새끼들 하다 하다 별 ㅈㄹ병을 다하네""",일본인들의 행동이 이해되지 않는다.
22497,"""저 돌아이 년 면상 좀 치워 주세요. 토 나옵니다.""",저 사람을 별로 보고 싶지 않다.
22597,"""빡대가리년 빵에서뼈를묻어라 노망난태극기부대늙은이들이지켜줄거다ㅋ""",당신이 죄값을 받았으면 좋겠습니다. 당신의 지지자들은 그래도 당신을 지지하겠죠
22606,빠순이들 징글징글하다,팬들이 적당히 했으면 좋겠다
22622,"""안그래도 와꾸 ㅈ같은데 자꾸 기사 올리지 마라""",안그래도 싫은데 자꾸 기사 올리지 마라
22662,"""반일하는거도 자유다.. 난 일본 보다 짱개가 더 싫다 고로 난 반중이다......""","""반일하는거도 자유다.. 난 일본 보다 중국이 더 싫다 고로 난 반중이다......"""
22719,30대 여편네들아 집안일이나 신경써라.남 사생활에 감정이입 하지말고,30대 여성분들은 집안일에 신경써야 한다. 타인의 사생활에 감정이입 하지말고
22736,역시 한국 쓰레기영화들하곤 틀리다,한국 영화들보다 훨씬 수준이 높다.
22744,구라쳐치다가 탈탈 털림,거짓말하다가 다 들통났다
22748,유리오빠라 재 이름있잖아 이름을써 기자야권혁준.. 이름을써라 무슨 어그로개끄네 ㅂㅅ,유리 오빠라는 호칭으로 불필요한 관심을 끌기 보다는 권혁준이라는 이름을 쓰는 게 나을 것 같다.
22791,기래기새기,기자들
22810,토나와 ㅅㅂ,나는 이것을 좋아하지 않습니다.
22885,"""수꼴 틀딱들은 오늘 이 싯점에서도 아주 지랄발광을 떠는구나""",보수주의자들의 의견에 반대한다
22922,부모빛을 왜 자식이 떠앉냐 문재앙은 빚상속법이나 고쳐라. 이건 위헌이다,부모의 빚을 왜 자식이 책임져야 하지? 문재인은 빚상속법을 개정해야 한다. 이건 위헌이다.
22972,한녀들은 이런거에 아주 환장들하네~ㅋㅋㅋ,한국 여성들은 이런 거에 아주 관심이 많다
22994,"""문재인과 악질 민노총 목을 잘라 광화문에 효수해야....""",문재인과 악질 민노총 처벌해야해
23001,여자한테 쳐 맞고 고소까지 했네 ㅡㅡ,여자한테 맞고 고소까지 했네
23041,"""좌편향 충 들의 경도된 덧글이 난무하네""",댓글들이 좌편향되어 있네
23055,새삼 얼굴 찌든거봐.....,얼굴이 많이 피곤해보인다.
23144,할게없어서 감옥소재로 드라마를찍냐 다음엔 범죄 저지른 연예인들 나오는 감빵 예능도 만들어라 ㅅㅂ,감옥 소재의 드라마는 적절하지 않다고 생각한다
23163,가는건 좋아. 좋은데 공인이면 공인답게 분위기 파악좀해라..졸라 대가리 비어보여..,"가는 건 좋은데, 공인이면 공인답게 분위기 파악을 했으면 좋겠다. 조금 더 생각을 하고 행동했으면 좋겠다."
23177,해투때 거짓말했네ㅉ 어짜피 들킬거 왜 구라까고 ㅈㄹ이지?,해투때 거짓말했네  어차피 들킬거 왜 거짓말하지?
23232,"""신천지 교인들은 살인을 미수죄로 전부철창으로""",저는 신천지 교인들을 좋아하지 않습니다
23263,뒤쳐지고 왕따될까 겁내는 국민정서가 만들어낸 냄비의 단면,뒤처지고 소외될까 겁내는 국민 정서가 만들어낸 냄비의 단면
23292,"""면상 보기도 싫은 년""",별로 보고 싶지 않은 사람
23297,"""이인영이 공산당 새 끼아 중국에 마스크 보내라 니 사비로 너 중국 개 잖아""",나는 이인영이 하는 친중 행위가 싫다
23383,오연서 너무 이쁘다 한국 쿵쾅이들과 급이 다르다...,오연서 너무 예쁘다. 다른 사람들 사이에서도 빛이 난다.
23448,아이돌새기들 연기좀 고만시켜라 노래라도 제대로 하면 몰라 뭐하나 제대로하는게 없어 한곳에만 민폐끼치면 됐지 이곳저곳 분산시켜놓지마라,아이돌에게 연기를 그만 시켰으면 좋겠다. 노래 실력을 먼저 기르고 도전하는 게 좋을 것 같다.
23460,대통령도 조작으로 바꾸고 당선시키는 나라,나는 대통령 선거 결과를 신뢰하지 않는다
23469,"""민주당 문죄인은 저번 대선총선때 지지기반을 거의 잃을것이다 자업자득""","민주당과 문재인은 대선, 총선 때 지지 기반을 거의 잃을 것이다. 자업자득이다."
23482,댓글마다 비공감누르는 새끼들은 뭐하는사람들이지?? 관종,댓글마다 비공감 누르는 사람들은 뭐하는 사람들이지?
23490,슈스케 출신들 하나같이 다 즈질들이네..,슈스케 출신들을 좋아하지 않느다
23528,"""이빨 다 빠져 틀이끼고 다니는 노인네쩌리가 깝치기는""","""이빨 다 빠져 틀니끼고 다니는 어르신이 경거망동하시기는"""
23585,"""돼지야...왜 욕설해...모르니까 설명해라 했쟎아 ㅂ ㅅ ㅇ""",모르니까 설명해달라고 했는데 욕하지 말았으면 한다.
23612,첫번째 사진 한손으로 눈가리기 일루미나티 표식... 지디 이새키 그놈들 소속인게 확실하네,첫 번째 사진 한 손으로 눈 가리는 건 일루미나티의 표식이다. 지디도 일루미나티 소속인 것 같다.
23670,"""신천지 극혐 정신병자들""",신천지 별로야
23685,김경욱저거 당시 SM직원..... 아직까지 꼰대짓하고있네,김경욱 당시 sm직원이었어.. 아직도 저러네
23707,"""그래서 일본놈들과는 우방이 될 수 없다""","""그래서 일본사람들과는 우방이 될 수 없다."""
23759,좌걸......,좌파 지지하는 여자......
23877,안팔리니까 한국 올 각 잡네 ㅅ발ㄴ,성과가 없으니 한국에 돌아오려 하는 것 같다
23954,김구라 삿대질좀 그만하지ㅡㅡ 존나 보기 싫네 그것만 아니면 다 좋은데,김구라는 다른 건 다 좋으니까 삿대질은 그만했으면 좋겠다.
23965,어디가?존나 이쁘기만한데??기레기야 눈깔 사시냐?,어디가? 정말 예쁘기만 한데? 기자의 의견은 납득하기가 어렵다.
24011,"""결국 또 쥐대갈박이 새끼 혈세낭비범죄냐. 쥐새끼 일가 전재산 몰수하라고 무능죄인아""",결국 또 이명박의 혈세 낭비 범죄냐. 문재인은 이명박 일가 전재산을 몰수해야 한다.
24017,성추행범 새끼들은 대체 왜 다시 일어서려고 하는거임?니네가 짜져사는게 맞다고생각안듬?,성추행범들은 왜 다시 일어서려고 하는건가? 조용히 살아야 하는 것 아닌가?
24032,"""반드시 없애야 할 상명하복 지들이 군인야 꼰대같은 새키들""",반드시 없애야 할 상명하복 저들은 군인이 아니다.
24057,"""문재앙 닭근혜""",문재인 박근혜
24162,아니뭘보던 ㅅㅂ자기맘이지 지들이 뭘해라마라야 머가리텅텅빈년들이꼴깝떠네,뭘 보던 자신의 자유다. 다른 사람이 지나치게 간섭할 필요는 없다.
24233,또 쿵광이들 물어뜯고 난리네 ㅋㅋㅋ,또 자기들끼리 싸우네 ㅋㅋㅋ
24255,"""먹방만 주구장창 그냥 돼지를찍어라""",나는 먹방에 관심 없습니다
24307,키만 큼. 얼굴도 그닥이고 몸매는 노무 말랐음,키가 크고 말랐어
24336,"""이명박만 서민을 위한 정치인이었지 나이처먹고 뇌썩은 586들은 부정하겠지만""","586세대는 공감하지 못할 수 있지만, 이명박은 서민을 위한 정치인이었다."
24360,에휴 댓글 수준봐라..니들 잣대로 본다면 문재앙은 사형이다 적당히 해라,댓글 문화가 성숙해졌으면 좋겠습니다
24425,"""복직 신청해서 월급 또 받아먹겠노 ㅋㅋ 기생충 조국 쓰레기""",복직 신청해서 월급 또 받겠구나
24426,"""해 ㅅㅂ 그냥 난쟁이 똥자루만한 것들이""",그냥 해라
24508,"""furd 눈알굴리는 소리 여기까지 들리네 ㅋㅋ 어쩌냐 틀딱~""",눈알 굴리는 소리 들린다 어떡하냐
24569,폐경기 가까원진 이모님들 왜이리 심술나셨음?,이모님들 왜이렇게 심술나셨어요?
24621,"""더러운 나베들. 더로운 토착왜구들. 구역질 나는 구토물 같은 나베 지지하는 틀딱들 .""",나는 나경원과 지지자들을 좋아하지 않습니다
24668,"""문재앙 공개 팬미팅""",문재인 공개 팬미팅
24707,"""이준석처럼 젊은사고가 당대표 운영진되고 새롭게 가다듬길...제발 노친네들 그만하시라""","""이준석처럼 젊은사고가 당대표 운영진되고 새롭게 가다듬길...제발 나이 지긋하신 분들 그만하시라"""
24729,"""이러니 2030이 욕먹는거아니겠음? 에휴.. 들 대가리좀 챙겨라""",이러니 2030이 비판을 받는 것 같다. 조금 더 깊게 생각했으면 좋겠다.
24805,"""쥐박이 닭년은 어떤 것들 이었냐? 너거들이 빨만한 똥꼬냐?""",이명박과 박근혜는 어떤 사람이었는가? 당신들이 좋아할만한 사람인가?
24890,"""니 애미애비가 미친 늙탱이것지""",당신의 아버지와 어머니는 늙으셨을 것이다.
24901,"""북한산 석탄 거래가격의 10배 주고삿잔아 참고로 대깨문들이 틀딱이던데""",북한산 석탄 거래가격의 10배 주고 샀잖아요
24974,무도화 됐네 ㅆㄵ,무도화 됐네
25052,"""버~러지 개 늙은이 틀딱들이 모여서 윙윙거리는구만""",뭣도 모르는 사람들이 모여서 불만만 말하는구나
25241,"""틀딱이들 닭근혜 가카 나오니깐 부들대노 ㅋㅋㅋ""",박근혜 각하 얘기 나오니까 화나나봐요
25242,왜 담배는 엄연한 기호품인데.. .뇬들 ㅈㄹ떠는거 보니 쫌 맞아야 될따! 너무 키워 났어.,담배는 엄연한 기호품인데... 취향을 존중해줬으면 좋겠습니다
25251,하여간 남자새기들 여자연예인들만 트집잡아서 깐다,남성들은 여자연예인들에게만 엄격하고 과하게 비판한다.
25267,"""나라에서 디젤팔면서 배기등급 과태료 맥여버리는 헬조센 수준~""",나라에서 디젤 팔면서 배기등급 과태료 부과하는 게 이해가 안 된다.
25515,시대에 안맞다고 간통죄도 없어진 마당에 47일 연애질갖고 지뢀을 한다,"시대에 안 맞다고 간통죄도 없어졌는데, 47일 연애 가지고 너무 과하게 비난하는 것 같다."
25528,짱개는 일단걸러,나는 중국인을 좋아하지 않는다
25599,"""나이도 어린게 주둥아리가 더럽네..그러다 뒈진다.""",나이도 어린게 입이 험하네
25616,"""문죄앙이 이 글을 몹시 싫어합니다.""",문재인이 이 글을 몹시 싫어할 것이다.
25621,별걸로 트집 삽질을 하든 담배를 피든 개인 자유지 여기 병진들 많아,별걸로 트집 삽질을 하든 담배를 피든 개인 자유지 여기 이상한 사람들 많아
25641,그때가 대학생누님이었음? 진짜못생긴 아줌마로 기억나는데,그때가 대학생 누님이었음? 마음에 안들었던 것으로 기억나는데
25729,"""예쁘다가 외모만 얘기하는게 아닌데 쿵쾅이들아""",예쁘다는 외모만 이야기하는 게 아닙니다
25764,"사람들 왜 임현주를 자꾸 샹,년으로 몰아가지 ㅋㅋㅋ남자가 솔직하면 멋있는거고 여자가 솔직하게 다가가면 여우짓임? 어이가 없소..",사람들 왜 임현주를 자꾸 나쁜 사람으로 몰아가지? 남자가 솔직하면 멋있는 거고 여자가 솔직하게 다가가면 여우짓임? 이해가 되지 않는다.
25788,한국여자들 그냥 싫다 꼴보기 싫다.,한국 여자들이 싫습니다
25808,"""ㅂ ㅅ 은 너같은 좌좀섀ㅣ끼고""",이상한 사람은 너같은 좌파고
25828,"""조선족 대깨문 다 죽이자 인종청소 필요할듯""",나는 조선족과 문재인 지지자들을 좋아하지 않는다
25864,"""자기 건강도 관리 못하는 북한 돼지한테 너무 기대하지 마라""",자기 건강도 관리 못하는 북한 지도자에게 너무 기대하지 마라
25891,"""여기 짱깨들이랑 조선족들 왤케 득실대? 냄새나게.""",외국인이 지나치게 많은 것이 불편합니다
25932,여기가 바로 틀딱충들의 힐링터인가요?,여기가 바로 노년층의 힐링터인가요?
25950,"""한국남자는 페미돼지는 줘도 안 잡수신단다 ㅋㅋ""",한국 남자는 페미니스트를 싫어할 것이다
25956,젝스키스에 비하면 오징어꼴뚜기일뿐 .. 인정하자 빠순이년들아,젝스키스에 비하면 아쉽다 인정하자
25960,꺼져새꺄 존나꼴보기싫어,저리 가 이 인간아 정말 보기 싫어
26014,몸땡이 준 년도 처벌해야지.학점 높게 받았자나.,몸 준 애도 처벌해야지. 학점 높게 받았잖아.
26039,"""조국 부인이 장관하냐? 틀딱 대머리""",조국 부인이 장관하나?
26050,김희애가더이쁘네 김희애가어쩌다가 발음도전혀안돼고 시선처리도전혀안돼는 악어같이생긴애랑 ㅉㅉ,김희애가 이쁘다 김희애가 어쩌다가 이 친구랑
26060,마블충 오타쿠새기들 진짜 개극혐 ㅋㅋ,마블 좋아하는 사람들이 싫다
26079,"""사회 암 예수팔이범 지옥으로""",이상한 종교는 지옥에 가야해
26187,"""또 여자한테 악플달고있네 ㅋㅋ 한남 종특 ㄹㅇ""",여자한테 악플 다는 건 옳지 않다
26190,"""요리사 그늠도 생긴 꼬라지는 삥깨나 뜯고 학생 여럿 잡았겠던데..ㅋㅋ""",요리사 그 사람도 무섭게 생겼던데 ㅋㅋ
26219,"""민주당 40%라 는데서 아웃 개가 하품하는 소리하고 자빠졌네""",민주당 40%라는 게 말이 되지 않는다 생각한다.
26289,"""토착 자생 왜구 색~히들이 나라를 어지럽히는데 어느 놈들이 찝쩝거리지 않겠나 쯧""",내국인들이 나라를 어지럽히는데 당연히 외국에서도 집적거리게 되지
26300,염병 지랄들하고 자빠졌네 도대체 뭐가 잘못이야? 이러다 숨쉬는것도 잘못이라 할판~,헛소리들하고 자빠졌네 도대체 뭐가 잘못이야? 이러다 숨쉬는것도 잘못이라 하겠어요
26303,선남선녀가 연애하겠다는데지랄들이여.소유물이 아니잖아.,선남선녀가 연애하겠다는데 왜들 그러세요. 소유물이 아니잖아요.
26325,"""사과받은면됬지 머하러신고하냐 신고할거면 사과를받지말던가""",사과를 받았는데 신고까지 하는 건 과한 조치인 것 같다. 신고를 할 거면 사과를 받지 않는 게 맞다고 생각한다.
26341,진짜ㅠㅠ 아줌마들 안 붙는 클린한 데뷔조 만들어졌음 좋겠어여ㅠㅠ,아줌마들 안 붙는 깨끗한 데뷔조 만들어졌음 좋겠다
26369,"아니 저게 어디가 까칠이냐. 창조논란 쩐다,, 뭐 ^^!!ㅎㅎ~ 이지랄했어야됨???",저걸 봤을 때 딱히 까칠하다는 생각은 안 든다. 불필요하게 논란을 만들 필요는 없다. 항상 웃을 필요도 없다고 생각한다.
26440,여기서 여론몰이하는애새끼들 ㅈㄴ투명하다ㅋㅋㅋㅋㅋㅋㅋㅋ쓰레기를 쉴드치네,여기서 여론몰이하는 사람들도 참 속보인다.
26517,"""거짓말만 해대는 민주당 벌레들 니들 보다 통합당이 훨씬 정직 하고 젊잖지 깡페당 좌좀들""",민주당보다 통합당이 훨씬 정직하고 듬직하다고 생각한다.
26650,찐게 훨 낫다 마른사진 보니깐 상거지 같다,찐 게 마른 것보다 훨씬 건강해보이고 좋다.
26662,미친사람들아 너보다 이쁘다고 질투해서 댓글로 죽인쿵쾅페미련들은 다 반성해라....,자신보다 예쁘다고 질투해서 악성댓글을 단 사람들은 반성해라
26774,"""충캠이면 의대빼고 지잡대 ㅅㄱ용""",충캠이면 의대가 유명하지
26806,"""문빠들아 이러지 마라""",문재인 지지자들은 이런 행동을 하지 말았으면 좋겠다.
26813,"""문재앙 그리빨아대던 중국한테 뒤통수ㅋㅋㅋ""",문재인이 좋아하던 중국에게 배신을 당했다.
26833,"""돼지발정 낮술 했구먼""",낮술 했네요
26835,여자들 유세떠는프로 그만좀해라 무슨 요즘뇬들은 지가 상전이야 아주 유세를 떨어요,여자만 지나치게 좋게 보는 프로그램 마음에 안 듭니다
26840,"""이 미칝또라 이 새 x네 생기ㅣㄴ거 마귀긴ㅌ다""",나는 저 사람이 싫다
26847,"""참 생긴데로 논다. 저 더러운 심술보 돈 오질나게 밝히네""",저 사람이 돈 밝히는 게 좋지 않다
26874,술집가서 도우미불러 성추행안한 놈 손들엇! 호빠가서 남자도우미불러 성추행안한 년들 손들엇! 따지고보면 댓글달만한 인간들이 얼마나되것나 남들욕하기전에 자신을돌아봐라 이젠 도우미불러서 주물르지도 못하것네 내돈주고 재미없게 놀봐엔 도우미불러놀면 누구든성추행범 된다,"술집에서, 호스트바에서 도우미를 불러 성추행을 하지 않은, 비판할 자격이 있는 사람들이 과연 많을까? 댓글로 남을 욕하기 전에 자신을 돌아봐야 한다. 이제는 유흥을 즐기지도 못할 것 같다. 도우미를 부르면 누구든 성추행범 취급을 받게 되는 게 납득하기 어렵다."
26881,"""쪽바리 새끼들, 중국에는 찍 소리도 못하면서... 한국이 제일 만만하다는 얘기군...""",일본이 중국에는 찍소리도 못하면서... 한국이 제일 만만하다는 얘기군...
26977,"""개독교 판사는 빼라 신천지일수 있으니까""",나는 기독교인 판사가 이단일 수 있으니 참여하지 않았으면 좋겠다
27067,"""완전히 요즘 한국은 신나찌즘의 나라인듯.....""",요즘 한국에 문제가 있는 것 같다
27068,"""문재.앙.좃국.게..시..바색..ㅎ들 참.수시켜버려야함""",나는 문재인과 조국이 싫다
27076,"""저 운전자가 고령자면 또 고령자운운하면서 저능아 같은 소리를 하겠지""","저 운전자가 고령자면, 또 고령을 원인으로 삼아 비하하겠지."
27093,"""문죄인 탄핵에 한표""",문재인 탄핵에 한표
